"Program","Year","Period","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Data Item","Domain","Chemical Name","Chemical Type","Chemical Code","Value","CV (%)"
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","OTHER","ACIBENZOLAR-S-METHYL","61402",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","OTHER","CAPSICUM OLEORESIN EXTRACT","70704",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","OTHER","CHLOROPICRIN","81501",442.413,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","OTHER","DICHLOROPROPENE","29001",131.091,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","OTHER","FLUTRIAFOL","128940",0.218,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","OTHER","GARLIC OIL","128827",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","OTHER","HYDROGEN PEROXIDE","595",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","OTHER","IRON PHOSPHATE","34903",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","OTHER","METALDEHYDE","53001",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","OTHER","METAM-POTASSIUM","39002",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","OTHER","METAM-SODIUM","39003",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","OTHER","PEROXYACETIC ACID","63201",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","OTHER","PSEUDOMONAS CHLORORAPHIS STRAIN AFS009","6800",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","OTHER","REYNOUTRIA SACHALINE","55809",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FERTILIZER","FERTILIZER","NITROGEN",NA,165,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FERTILIZER","FERTILIZER","PHOSPHATE",NA,88,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FERTILIZER","FERTILIZER","POTASH",NA,141,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FERTILIZER","FERTILIZER","SULFUR",NA,NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","AZOXYSTROBIN","128810",1.4,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","BACILLUS AMYLOLIQUEFACIENS STRAIN D747","16482",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","BACILLUS SUBTILIS","6479",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","BLAD","30006",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","BORAX DECAHYDRATE","11102",2.2,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","BOSCALID","128008",2.5,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","BT SUBSP KURSTAKI EVB-113-19","6544",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","CAPTAN","81301",9.4,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","CYFLUFENAMID","555550",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","CYPRODINIL","288202",2.8,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","DIFENOCONAZOLE","128847",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","FENHEXAMID","90209",1.1,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","FLUDIOXONIL","71503",2.8,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","FLUOPYRAM","80302",3.3,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","FLUXAPYROXAD","138009",1.8,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","FOSETYL-AL","123301",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","ISOFETAMID","270000",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","MEFENOXAM","113502",1.5,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","MONO-POTASSIUM SALT","76416",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","MYCLOBUTANIL","128857",5.2,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","PENTHIOPYRAD","90112",1.8,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","POLYOXIN D ZINC SALT","230000",1.8,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","PROPICONAZOLE","122101",1.6,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","PYDIFLUMETOFEN","90110",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","PYRACLOSTROBIN","99100",2.1,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","PYRIMETHANIL","288201",1.6,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","QUINOLINE","55459",2,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","SULFUR","77501",7.1,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","TETRACONAZOLE","120603",1.6,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","THIOPHANATE-METHYL","102001",2.4,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","THIRAM","79801",4,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","TRIFLOXYSTROBIN","129112",3.3,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","TRIFLUMIZOLE","128879",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","HERBICIDE","CARFENTRAZONE-ETHYL","128712",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","HERBICIDE","FLUMIOXAZIN","129034",4.1,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","HERBICIDE","OXYFLUORFEN","111601",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","HERBICIDE","PENDIMETHALIN","108501",6.4,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","ABAMECTIN","122804",1.3,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","ACEQUINOCYL","6329",2.2,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","ACETAMIPRID","99050",1.4,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","AZADIRACHTIN","121701",3.8,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","BEAUVERIA BASSIANA","128924",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","BIFENAZATE","586",2.2,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","BIFENTHRIN","128825",1.5,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","BT KURSTAK ABTS-1857","6523",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","BT KURSTAKI ABTS-351","6522",1.5,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","BT KURSTAKI SA-11","6519",3.1,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","CANOLA OIL","11332",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","CHLORANTRANILIPROLE","90100",2.5,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA","16329",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","CYANTRANILIPROLE","90098",2.1,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","CYFLUMETOFEN","138831",2.2,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","ETOXAZOLE","107091",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","FENBUTATIN-OXIDE","104601",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","FENPROPATHRIN","127901",1.3,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","FENPYROXIMATE","129131",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","FLONICAMID","128016",2.3,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","FLUPYRADIFURONE","122304",1.7,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","HEXYTHIAZOX","128849",1.2,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","IMIDACLOPRID","129099",1.1,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","LAMBDA-CYHALOTHRIN","128897",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","MALATHION","57701",1.3,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","METHOXYFENOZIDE","121027",1.6,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","NALED","34401",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","NEEM OIL","25006",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","NEEM OIL, CLAR. HYD.","25007",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","NOVALURON","124002",3,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","PIPERONYL BUTOXIDE","67501",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","PYRETHRINS","69001",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","PYRIDABEN","129105",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","SPINETORAM","110007",1.8,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","SPINOSAD","110003",1.8,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","THIAMETHOXAM","60109",1.5,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","OTHER","ACIBENZOLAR-S-METHYL","61402",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","OTHER","CAPSICUM OLEORESIN EXTRACT","70704",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","OTHER","CHLOROPICRIN","81501",2.3,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","OTHER","DICHLOROPROPENE","29001",1.2,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","OTHER","FLUTRIAFOL","128940",1.9,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","OTHER","GARLIC OIL","128827",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","OTHER","HYDROGEN PEROXIDE","595",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","OTHER","IRON PHOSPHATE","34903",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","OTHER","METALDEHYDE","53001",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","OTHER","METAM-POTASSIUM","39002",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","OTHER","METAM-SODIUM","39003",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","OTHER","PEROXYACETIC ACID","63201",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","OTHER","PSEUDOMONAS CHLORORAPHIS STRAIN AFS009","6800",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","OTHER","REYNOUTRIA SACHALINE","55809",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","FERTILIZER","FERTILIZER","NITROGEN",NA,12.6,NA
